Ngày hạch toán,Mã KH,Mã Sản Phẩm,Doanh thu,Giá vốn hàng hóa
8/24/2024,KH-0530,P-317,3330000,2220000
8/24/2024,KH-0322,P-209,6345000,4230000
8/24/2024,KH-0531,P-566,66015000,44010000
8/24/2024,KH-0225,P-470,204750000,136500000
8/24/2024,KH-0301,P-551,20880000,13920000
8/24/2024,KH-0253,P-012,82350000,54900000
8/24/2024,KH-0131,P-725,70800000,47200000
8/24/2024,KH-0089,P-179,305505000,203670000
8/24/2024,KH-0048,P-542,960000,640000
8/24/2024,KH-0414,P-248,7050000,4700000
8/24/2024,KH-0013,P-472,237900000,158600000
8/24/2024,KH-0560,P-378,855000,570000
8/24/2024,KH-0050,P-675,390000,260000
8/24/2024,KH-0261,P-153,2404050000,1602700000
8/24/2024,KH-0715,P-333,17910000,11940000
8/24/2024,KH-0099,P-717,1650000,1100000
8/24/2024,KH-0751,P-002,205950000,137300000
8/24/2024,KH-0358,P-072,1320000,880000
8/24/2024,KH-0286,P-783,103005000,68670000
8/25/2024,KH-0307,P-452,207000000,138000000
8/25/2024,KH-0383,P-376,100800000,67200000
8/25/2024,KH-0021,P-048,96915000,64610000
8/25/2024,KH-0680,P-260,6750000,4500000
8/25/2024,KH-0310,P-624,18585000,12390000
8/25/2024,KH-0595,P-751,30000,20000
8/25/2024,KH-0777,P-629,255000,170000
8/25/2024,KH-0136,P-075,5565000,3710000
8/25/2024,KH-0191,P-139,20055000,13370000
8/25/2024,KH-0009,P-270,60795000,40530000
8/25/2024,KH-0744,P-552,455400000,303600000
8/25/2024,KH-0148,P-674,1800000,1200000
8/25/2024,KH-0287,P-340,2550000,1700000
8/25/2024,KH-0256,P-414,119880000,79920000
8/25/2024,KH-0704,P-026,18000000,12000000
8/25/2024,KH-0374,P-187,34440000,22960000
8/25/2024,KH-0545,P-566,29340000,19560000
8/26/2024,KH-0409,P-683,3240000,2160000
8/26/2024,KH-0643,P-546,1680000,1120000
8/26/2024,KH-0510,P-451,87840000,58560000
8/26/2024,KH-0419,P-483,15015000,10010000
8/26/2024,KH-0599,P-568,61110000,40740000
8/26/2024,KH-0132,P-332,1380000,920000
8/26/2024,KH-0054,P-670,3675000,2450000
8/26/2024,KH-0630,P-428,52440000,34960000
8/26/2024,KH-0143,P-612,29640000,19760000
8/26/2024,KH-0566,P-380,240000,160000
8/26/2024,KH-0749,P-493,35640000,23760000
8/26/2024,KH-0076,P-101,1620000,1080000
8/26/2024,KH-0110,P-237,780000,520000
8/26/2024,KH-0117,P-393,57825000,38550000
8/26/2024,KH-0552,P-651,2610000,1740000
8/26/2024,KH-0012,P-369,155880000,103920000
8/26/2024,KH-0603,P-098,11295000,7530000
8/26/2024,KH-0595,P-634,34440000,22960000
8/26/2024,KH-0491,P-083,25440000,16960000
8/26/2024,KH-0092,P-561,76140000,50760000
8/26/2024,KH-0546,P-172,15510000,10340000
8/26/2024,KH-0293,P-169,53280000,35520000
8/26/2024,KH-0530,P-799,735000,490000
8/26/2024,KH-0775,P-562,7350000,4900000
8/27/2024,KH-0735,P-584,2310000,1540000
8/27/2024,KH-0347,P-744,21420000,14280000
8/27/2024,KH-0508,P-435,14580000,9720000
8/27/2024,KH-0085,P-036,14280000,9520000
8/27/2024,KH-0751,P-222,280980000,187320000
8/27/2024,KH-0347,P-085,23340000,15560000
8/27/2024,KH-0276,P-068,13545000,9030000
8/27/2024,KH-0013,P-304,7425000,4950000
8/27/2024,KH-0037,P-704,3840000,2560000
8/27/2024,KH-0444,P-468,74880000,49920000
8/27/2024,KH-0305,P-320,191160000,127440000
8/27/2024,KH-0065,P-145,156060000,104040000
8/27/2024,KH-0097,P-720,37935000,25290000
8/27/2024,KH-0450,P-499,4620000,3080000
8/27/2024,KH-0715,P-414,133200000,88800000
8/27/2024,KH-0073,P-626,3870000,2580000
8/27/2024,KH-0198,P-544,37560000,25040000
8/27/2024,KH-0287,P-197,77700000,51800000
8/27/2024,KH-0162,P-405,127320000,84880000
8/27/2024,KH-0324,P-073,97950000,65300000
8/27/2024,KH-0082,P-555,3960000,2640000
8/27/2024,KH-0563,P-394,750000,500000
8/27/2024,KH-0618,P-612,66690000,44460000
8/27/2024,KH-0364,P-098,7530000,5020000
8/28/2024,KH-0670,P-161,664110000,442740000
8/28/2024,KH-0390,P-195,21810000,14540000
8/28/2024,KH-0505,P-244,453900000,302600000
8/28/2024,KH-0018,P-677,3330000,2220000
8/28/2024,KH-0726,P-280,10410000,6940000
8/28/2024,KH-0565,P-404,240000,160000
8/28/2024,KH-0740,P-098,18825000,12550000
8/28/2024,KH-0273,P-108,266220000,177480000
8/28/2024,KH-0655,P-630,5715000,3810000
8/28/2024,KH-0286,P-612,51870000,34580000
8/28/2024,KH-0090,P-505,108720000,72480000
8/28/2024,KH-0129,P-627,7920000,5280000
8/28/2024,KH-0294,P-503,115650000,77100000
8/28/2024,KH-0695,P-209,44415000,29610000
8/28/2024,KH-0154,P-412,309225000,206150000
8/28/2024,KH-0007,P-320,215055000,143370000
8/28/2024,KH-0556,P-335,117705000,78470000
8/28/2024,KH-0713,P-101,4860000,3240000
8/28/2024,KH-0081,P-397,8040000,5360000
8/29/2024,KH-0502,P-652,120000,80000
8/29/2024,KH-0099,P-182,17220000,11480000
8/29/2024,KH-0457,P-332,11040000,7360000
8/29/2024,KH-0186,P-473,77700000,51800000
8/29/2024,KH-0337,P-792,3375000,2250000
8/29/2024,KH-0231,P-734,13650000,9100000
8/29/2024,KH-0113,P-237,195000,130000
8/29/2024,KH-0129,P-565,7320000,4880000
8/29/2024,KH-0211,P-449,6210000,4140000
8/29/2024,KH-0412,P-567,2222160000,1481440000
8/29/2024,KH-0666,P-041,39960000,26640000
8/29/2024,KH-0703,P-160,1440750000,960500000
8/29/2024,KH-0282,P-621,2070000,1380000
8/29/2024,KH-0389,P-119,549180000,366120000
8/29/2024,KH-0138,P-492,166350000,110900000
8/29/2024,KH-0095,P-661,2970000,1980000
8/29/2024,KH-0327,P-294,75000,50000
8/29/2024,KH-0560,P-179,67890000,45260000
8/29/2024,KH-0324,P-792,3375000,2250000
8/29/2024,KH-0688,P-510,2700000,1800000
8/29/2024,KH-0121,P-341,249900000,166600000
8/29/2024,KH-0484,P-656,9945000,6630000
8/29/2024,KH-0593,P-787,34740000,23160000
8/29/2024,KH-0705,P-591,2880000,1920000
8/29/2024,KH-0181,P-759,270000,180000
8/29/2024,KH-0220,P-567,1111080000,740720000
8/29/2024,KH-0397,P-166,43605000,29070000
8/29/2024,KH-0669,P-573,9630000,6420000
8/29/2024,KH-0427,P-502,295560000,197040000
8/29/2024,KH-0487,P-309,42870000,28580000
8/30/2024,KH-0441,P-365,23280000,15520000
8/30/2024,KH-0659,P-644,25200000,16800000
8/30/2024,KH-0062,P-063,80640000,53760000
8/30/2024,KH-0272,P-036,24990000,16660000
8/30/2024,KH-0772,P-336,34740000,23160000
8/30/2024,KH-0428,P-193,56880000,37920000
8/30/2024,KH-0627,P-130,34335000,22890000
8/30/2024,KH-0173,P-175,201600000,134400000
8/30/2024,KH-0572,P-188,34200000,22800000
8/30/2024,KH-0078,P-580,48420000,32280000
8/30/2024,KH-0328,P-332,8280000,5520000
8/30/2024,KH-0011,P-284,123300000,82200000
8/30/2024,KH-0046,P-528,41100000,27400000
8/30/2024,KH-0047,P-752,5400000,3600000
8/30/2024,KH-0017,P-392,33600000,22400000
8/30/2024,KH-0182,P-298,50340000,33560000
8/30/2024,KH-0529,P-408,160050000,106700000
8/30/2024,KH-0502,P-110,5190000,3460000
8/30/2024,KH-0030,P-797,68250000,45500000
8/30/2024,KH-0704,P-119,244080000,162720000
8/30/2024,KH-0302,P-540,25740000,17160000
8/30/2024,KH-0442,P-079,45180000,30120000
8/30/2024,KH-0102,P-515,50490000,33660000
8/30/2024,KH-0456,P-174,18240000,12160000
8/30/2024,KH-0029,P-529,7875000,5250000
8/30/2024,KH-0197,P-796,22005000,14670000
8/30/2024,KH-0107,P-326,3375000,2250000
8/30/2024,KH-0259,P-401,570000,380000
8/30/2024,KH-0497,P-680,29520000,19680000
8/30/2024,KH-0102,P-250,231750000,154500000
8/30/2024,KH-0551,P-232,8250000,5500000
8/30/2024,KH-0379,P-201,46800000,31200000
8/30/2024,KH-0360,P-259,1170000,780000
8/30/2024,KH-0251,P-073,39180000,26120000
8/30/2024,KH-0063,P-192,111960000,74640000
8/30/2024,KH-0764,P-458,53055000,35370000
8/31/2024,KH-0236,P-591,5040000,3360000
8/31/2024,KH-0175,P-527,177060000,118040000
8/31/2024,KH-0216,P-565,6405000,4270000
8/31/2024,KH-0469,P-784,4320000,2880000
8/31/2024,KH-0231,P-573,8025000,5350000
8/31/2024,KH-0332,P-532,1170000,780000
8/31/2024,KH-0125,P-708,1350000,900000
8/31/2024,KH-0597,P-765,3450000,2300000
8/31/2024,KH-0658,P-714,157680000,105120000
8/31/2024,KH-0679,P-799,315000,210000
8/31/2024,KH-0213,P-218,1315980000,877320000
8/31/2024,KH-0320,P-281,147240000,98160000
8/31/2024,KH-0285,P-526,90825000,60550000
8/31/2024,KH-0054,P-614,59760000,39840000
8/31/2024,KH-0673,P-786,108750000,72500000
8/31/2024,KH-0363,P-507,9480000,6320000
8/31/2024,KH-0563,P-291,1230000,820000
8/31/2024,KH-0356,P-657,5520000,3680000
8/31/2024,KH-0590,P-239,128175000,85450000
8/31/2024,KH-0269,P-462,31500000,21000000
8/31/2024,KH-0153,P-751,270000,180000
8/31/2024,KH-0383,P-291,3690000,2460000
8/31/2024,KH-0125,P-525,8715000,5810000
8/31/2024,KH-0097,P-225,24150000,16100000
8/31/2024,KH-0463,P-776,16110000,10740000
9/1/2024,KH-0279,P-333,5970000,3980000
9/1/2024,KH-0696,P-483,8580000,5720000
9/1/2024,KH-0343,P-094,96900000,64600000
9/1/2024,KH-0425,P-006,61830000,41220000
9/1/2024,KH-0332,P-333,23880000,15920000
9/1/2024,KH-0348,P-412,397575000,265050000
9/1/2024,KH-0634,P-313,337680000,225120000
9/1/2024,KH-0542,P-176,58140000,38760000
9/1/2024,KH-0697,P-778,1800000,1200000
9/1/2024,KH-0506,P-551,20880000,13920000
9/1/2024,KH-0492,P-741,212220000,141480000
9/1/2024,KH-0604,P-203,42900000,28600000
9/1/2024,KH-0323,P-714,183960000,122640000
9/1/2024,KH-0631,P-095,56400000,37600000
9/1/2024,KH-0702,P-402,14850000,9900000
9/1/2024,KH-0246,P-337,21000000,14000000
9/1/2024,KH-0496,P-475,900000,600000
9/1/2024,KH-0603,P-480,24435000,16290000
9/1/2024,KH-0268,P-743,540000,360000
9/1/2024,KH-0106,P-077,4860000,3240000
9/1/2024,KH-0724,P-067,690000,460000
9/1/2024,KH-0199,P-668,6525000,4350000
9/1/2024,KH-0227,P-069,2610000,1740000
9/1/2024,KH-0270,P-487,19350000,12900000
9/1/2024,KH-0479,P-429,29865000,19910000
9/1/2024,KH-0658,P-315,122850000,81900000
9/1/2024,KH-0784,P-771,600000,400000
9/1/2024,KH-0346,P-140,37800000,25200000
9/1/2024,KH-0292,P-297,110880000,73920000
9/1/2024,KH-0076,P-183,600000,400000
9/1/2024,KH-0261,P-128,31080000,20720000
9/2/2024,KH-0616,P-654,720000,480000
9/2/2024,KH-0314,P-334,8010000,5340000
9/2/2024,KH-0149,P-534,32325000,21550000
9/2/2024,KH-0407,P-274,155400000,103600000
9/2/2024,KH-0593,P-154,355455000,236970000
9/2/2024,KH-0418,P-683,2160000,1440000
9/2/2024,KH-0613,P-300,10920000,7280000
9/2/2024,KH-0332,P-226,10440000,6960000
9/2/2024,KH-0363,P-548,17235000,11490000
9/2/2024,KH-0307,P-388,36900000,24600000
9/2/2024,KH-0652,P-348,58995000,39330000
9/2/2024,KH-0414,P-699,57780000,38520000
9/2/2024,KH-0185,P-664,10080000,6720000
9/2/2024,KH-0633,P-096,15930000,10620000
9/2/2024,KH-0586,P-595,2880000,1920000
9/2/2024,KH-0284,P-419,63000000,42000000
9/2/2024,KH-0369,P-318,12480000,8320000
9/2/2024,KH-0459,P-399,3330000,2220000
9/2/2024,KH-0360,P-112,1529415000,1019610000
9/2/2024,KH-0778,P-766,8100000,5400000
9/2/2024,KH-0005,P-379,9360000,6240000
9/2/2024,KH-0520,P-280,41640000,27760000
9/2/2024,KH-0416,P-291,12300000,8200000
9/2/2024,KH-0137,P-552,284625000,189750000
9/2/2024,KH-0299,P-640,233625000,155750000
9/2/2024,KH-0143,P-594,3780000,2520000
9/2/2024,KH-0070,P-020,16680000,11120000
9/2/2024,KH-0051,P-670,2100000,1400000
9/2/2024,KH-0641,P-043,107550000,71700000
9/2/2024,KH-0408,P-467,419250000,279500000
9/2/2024,KH-0347,P-485,30600000,20400000
9/2/2024,KH-0717,P-701,1800000,1200000
9/2/2024,KH-0401,P-467,293475000,195650000
9/2/2024,KH-0661,P-049,41265000,27510000
9/2/2024,KH-0087,P-569,510000,340000
9/3/2024,KH-0393,P-787,11580000,7720000
9/3/2024,KH-0388,P-347,78840000,52560000
9/3/2024,KH-0341,P-054,1500000,1000000
9/3/2024,KH-0071,P-503,346950000,231300000
9/3/2024,KH-0510,P-245,381465000,254310000
9/3/2024,KH-0224,P-470,273000000,182000000
9/3/2024,KH-0600,P-412,353400000,235600000
9/3/2024,KH-0625,P-727,29070000,19380000
9/3/2024,KH-0339,P-125,6660000,4440000
9/3/2024,KH-0561,P-187,38745000,25830000
9/3/2024,KH-0672,P-362,49350000,32900000
9/3/2024,KH-0166,P-143,102750000,68500000
9/3/2024,KH-0449,P-675,975000,650000
9/3/2024,KH-0084,P-167,142290000,94860000
9/3/2024,KH-0355,P-723,16485000,10990000
9/3/2024,KH-0447,P-153,2163645000,1442430000
9/3/2024,KH-0315,P-416,900000,600000
9/3/2024,KH-0299,P-108,29580000,19720000
9/3/2024,KH-0103,P-198,28650000,19100000
9/3/2024,KH-0507,P-285,2580000,1720000
9/3/2024,KH-0248,P-492,16635000,11090000
9/3/2024,KH-0597,P-161,1770960000,1180640000
9/3/2024,KH-0147,P-442,1905000,1270000
9/3/2024,KH-0518,P-586,1215000,810000
9/3/2024,KH-0637,P-054,2400000,1600000
9/3/2024,KH-0492,P-517,273780000,182520000
9/3/2024,KH-0596,P-202,18375000,12250000
9/3/2024,KH-0491,P-268,24270000,16180000
9/3/2024,KH-0408,P-104,600000,400000
9/3/2024,KH-0766,P-755,3075000,2050000
9/4/2024,KH-0180,P-482,35340000,23560000
9/4/2024,KH-0609,P-012,64050000,42700000
9/4/2024,KH-0365,P-269,6600000,4400000
9/4/2024,KH-0206,P-313,84420000,56280000
9/4/2024,KH-0450,P-254,2820000,1880000
9/4/2024,KH-0141,P-716,5040000,3360000
9/4/2024,KH-0021,P-567,1388850000,925900000
9/4/2024,KH-0558,P-793,18780000,12520000
9/4/2024,KH-0613,P-576,9000000,6000000
9/4/2024,KH-0072,P-712,10950000,7300000
9/4/2024,KH-0256,P-482,70680000,47120000
9/4/2024,KH-0216,P-101,4860000,3240000
9/4/2024,KH-0124,P-752,10800000,7200000
9/4/2024,KH-0363,P-331,459090000,306060000
9/4/2024,KH-0194,P-439,32040000,21360000
9/4/2024,KH-0399,P-019,6030000,4020000
9/4/2024,KH-0515,P-350,76020000,50680000
9/4/2024,KH-0577,P-264,10530000,7020000
9/4/2024,KH-0403,P-153,240405000,160270000
9/4/2024,KH-0678,P-420,38430000,25620000
9/4/2024,KH-0495,P-693,6060000,4040000
9/4/2024,KH-0106,P-090,10755000,7170000
9/4/2024,KH-0144,P-427,960795000,640530000
9/4/2024,KH-0464,P-496,544050000,362700000
9/4/2024,KH-0661,P-326,3750000,2500000
9/4/2024,KH-0078,P-559,90120000,60080000
9/4/2024,KH-0736,P-520,59850000,39900000
9/4/2024,KH-0454,P-624,12390000,8260000
9/4/2024,KH-0421,P-232,1650000,1100000
9/4/2024,KH-0733,P-453,79080000,52720000
9/5/2024,KH-0154,P-271,23490000,15660000
9/5/2024,KH-0128,P-599,3510000,2340000
9/5/2024,KH-0716,P-668,19575000,13050000
9/5/2024,KH-0438,P-777,22950000,15300000
9/5/2024,KH-0682,P-091,8700000,5800000
9/5/2024,KH-0565,P-211,34830000,23220000
9/5/2024,KH-0232,P-047,101640000,67760000
9/5/2024,KH-0384,P-271,7830000,5220000
9/5/2024,KH-0710,P-524,12015000,8010000
9/5/2024,KH-0536,P-680,44280000,29520000
9/5/2024,KH-0512,P-603,15360000,10240000
9/5/2024,KH-0049,P-611,63840000,42560000
9/5/2024,KH-0520,P-383,360000,240000
9/5/2024,KH-0020,P-695,1800000,1200000
9/5/2024,KH-0295,P-144,62925000,41950000
9/5/2024,KH-0741,P-791,4320000,2880000
9/5/2024,KH-0258,P-463,247050000,164700000
9/5/2024,KH-0322,P-687,33150000,22100000
9/5/2024,KH-0624,P-495,1080000,720000
9/5/2024,KH-0453,P-378,7695000,5130000
9/5/2024,KH-0770,P-401,1140000,760000
9/5/2024,KH-0226,P-032,68640000,45760000
9/5/2024,KH-0176,P-161,1770960000,1180640000
9/5/2024,KH-0086,P-544,169020000,112680000
9/5/2024,KH-0102,P-680,29520000,19680000
9/5/2024,KH-0706,P-125,66600000,44400000
9/5/2024,KH-0524,P-097,20880000,13920000
9/6/2024,KH-0639,P-254,19740000,13160000
9/6/2024,KH-0191,P-627,6930000,4620000
9/6/2024,KH-0283,P-103,26820000,17880000
9/6/2024,KH-0581,P-279,106740000,71160000
9/6/2024,KH-0405,P-047,101640000,67760000
9/6/2024,KH-0786,P-264,10530000,7020000
9/6/2024,KH-0522,P-261,5940000,3960000
9/6/2024,KH-0412,P-219,180600000,120400000
9/6/2024,KH-0032,P-668,15225000,10150000
9/6/2024,KH-0277,P-082,72765000,48510000
9/6/2024,KH-0106,P-199,4080000,2720000
9/6/2024,KH-0006,P-038,43920000,29280000
9/6/2024,KH-0598,P-143,123300000,82200000
9/6/2024,KH-0171,P-336,8685000,5790000
9/6/2024,KH-0543,P-131,21510000,14340000
9/6/2024,KH-0044,P-613,24975000,16650000
9/6/2024,KH-0779,P-296,960000,640000
9/6/2024,KH-0082,P-593,11760000,7840000
9/6/2024,KH-0071,P-767,3300000,2200000
9/6/2024,KH-0036,P-752,21600000,14400000
9/6/2024,KH-0374,P-701,1080000,720000
9/7/2024,KH-0279,P-791,540000,360000
9/7/2024,KH-0558,P-782,76350000,50900000
9/7/2024,KH-0584,P-323,19170000,12780000
9/7/2024,KH-0154,P-190,2640000,1760000
9/7/2024,KH-0199,P-726,32850000,21900000
9/7/2024,KH-0480,P-393,77100000,51400000
9/7/2024,KH-0122,P-588,675000,450000
9/7/2024,KH-0369,P-223,134160000,89440000
9/7/2024,KH-0165,P-183,3000000,2000000
9/7/2024,KH-0245,P-611,63840000,42560000
9/7/2024,KH-0066,P-598,6075000,4050000
9/7/2024,KH-0015,P-353,37500000,25000000
9/7/2024,KH-0300,P-083,114480000,76320000
9/7/2024,KH-0252,P-477,285720000,190480000
9/7/2024,KH-0658,P-584,10395000,6930000
9/7/2024,KH-0558,P-005,11100000,7400000
9/7/2024,KH-0521,P-311,6150000,4100000
9/7/2024,KH-0684,P-580,96840000,64560000
9/7/2024,KH-0146,P-531,2520000,1680000
9/7/2024,KH-0411,P-030,31500000,21000000
9/7/2024,KH-0122,P-584,8085000,5390000
9/7/2024,KH-0153,P-481,8955000,5970000
9/7/2024,KH-0242,P-011,142965000,95310000
9/7/2024,KH-0493,P-213,139965000,93310000
9/7/2024,KH-0111,P-427,1067550000,711700000
9/8/2024,KH-0166,P-549,56640000,37760000
9/8/2024,KH-0687,P-244,136170000,90780000
9/8/2024,KH-0612,P-530,202860000,135240000
9/8/2024,KH-0730,P-663,207120000,138080000
9/8/2024,KH-0306,P-037,37800000,25200000
9/8/2024,KH-0377,P-401,855000,570000
9/8/2024,KH-0062,P-115,174975000,116650000
9/8/2024,KH-0733,P-466,15960000,10640000
9/8/2024,KH-0130,P-206,2340000,1560000
9/8/2024,KH-0289,P-277,87570000,58380000
9/8/2024,KH-0750,P-477,142860000,95240000
9/8/2024,KH-0198,P-407,64020000,42680000
9/8/2024,KH-0154,P-667,1785000,1190000
9/8/2024,KH-0351,P-332,8280000,5520000
9/8/2024,KH-0196,P-277,29190000,19460000
9/8/2024,KH-0320,P-543,69600000,46400000
9/8/2024,KH-0069,P-506,1200000,800000
9/8/2024,KH-0346,P-473,97125000,64750000
9/8/2024,KH-0768,P-204,168480000,112320000
9/8/2024,KH-0165,P-392,134400000,89600000
9/8/2024,KH-0673,P-049,41265000,27510000
9/8/2024,KH-0153,P-563,4290000,2860000
9/8/2024,KH-0033,P-296,1440000,960000
9/8/2024,KH-0482,P-231,270000,180000
9/8/2024,KH-0292,P-493,3960000,2640000
9/8/2024,KH-0479,P-347,236520000,157680000
9/8/2024,KH-0400,P-168,36000000,24000000
9/9/2024,KH-0439,P-414,133200000,88800000
9/9/2024,KH-0321,P-560,1470000,980000
9/9/2024,KH-0063,P-040,207450000,138300000
9/9/2024,KH-0386,P-624,12390000,8260000
9/9/2024,KH-0278,P-172,15510000,10340000
9/9/2024,KH-0501,P-197,77700000,51800000
9/9/2024,KH-0697,P-526,116775000,77850000
9/9/2024,KH-0210,P-531,15120000,10080000
9/9/2024,KH-0487,P-189,1275000,850000
9/9/2024,KH-0334,P-797,54600000,36400000
9/9/2024,KH-0440,P-571,20250000,13500000
9/9/2024,KH-0243,P-053,6315000,4210000
9/9/2024,KH-0200,P-432,38700000,25800000
9/9/2024,KH-0641,P-767,8250000,5500000
9/9/2024,KH-0693,P-686,3960000,2640000
9/9/2024,KH-0393,P-603,11520000,7680000
9/9/2024,KH-0527,P-636,13350000,8900000
9/9/2024,KH-0616,P-465,93900000,62600000
9/9/2024,KH-0316,P-331,535605000,357070000
9/9/2024,KH-0050,P-705,65100000,43400000
9/9/2024,KH-0361,P-188,13680000,9120000
9/9/2024,KH-0566,P-272,302400000,201600000
9/10/2024,KH-0634,P-414,133200000,88800000
9/10/2024,KH-0612,P-143,123300000,82200000
9/10/2024,KH-0687,P-119,61020000,40680000
9/10/2024,KH-0599,P-763,2850000,1900000
9/10/2024,KH-0144,P-578,107325000,71550000
9/10/2024,KH-0699,P-014,71955000,47970000
9/10/2024,KH-0683,P-357,23805000,15870000
9/10/2024,KH-0580,P-252,1680000,1120000
9/10/2024,KH-0406,P-084,279240000,186160000
9/10/2024,KH-0437,P-472,47580000,31720000
9/10/2024,KH-0406,P-468,37440000,24960000
9/10/2024,KH-0300,P-682,9345000,6230000
9/10/2024,KH-0756,P-028,27810000,18540000
9/10/2024,KH-0546,P-369,155880000,103920000
9/10/2024,KH-0583,P-241,1430400000,953600000
9/10/2024,KH-0202,P-291,1230000,820000
9/10/2024,KH-0188,P-531,20160000,13440000
9/10/2024,KH-0540,P-427,320265000,213510000
9/10/2024,KH-0108,P-008,44025000,29350000
9/10/2024,KH-0173,P-469,9525000,6350000
9/10/2024,KH-0761,P-073,39180000,26120000
9/10/2024,KH-0196,P-555,5940000,3960000
9/10/2024,KH-0489,P-722,15540000,10360000
9/10/2024,KH-0709,P-399,3330000,2220000
9/11/2024,KH-0186,P-214,97500000,65000000
9/11/2024,KH-0068,P-449,24840000,16560000
9/11/2024,KH-0286,P-627,8910000,5940000
9/11/2024,KH-0559,P-485,26775000,17850000
9/11/2024,KH-0067,P-129,10515000,7010000
9/11/2024,KH-0329,P-139,5730000,3820000
9/11/2024,KH-0201,P-389,35010000,23340000
9/11/2024,KH-0440,P-683,1800000,1200000
9/11/2024,KH-0392,P-110,31140000,20760000
9/11/2024,KH-0750,P-295,450000,300000
9/11/2024,KH-0350,P-338,108975000,72650000
9/11/2024,KH-0481,P-215,615000,410000
9/11/2024,KH-0664,P-273,55800000,37200000
9/11/2024,KH-0249,P-675,975000,650000
9/11/2024,KH-0470,P-723,16485000,10990000
9/11/2024,KH-0731,P-604,11400000,7600000
9/11/2024,KH-0543,P-115,279960000,186640000
9/11/2024,KH-0477,P-305,12240000,8160000
9/11/2024,KH-0676,P-191,17775000,11850000
9/11/2024,KH-0609,P-054,1200000,800000
9/11/2024,KH-0155,P-333,53730000,35820000
9/11/2024,KH-0472,P-727,87210000,58140000
9/11/2024,KH-0730,P-777,5100000,3400000
9/11/2024,KH-0486,P-305,12240000,8160000
9/11/2024,KH-0281,P-776,5370000,3580000
9/11/2024,KH-0471,P-308,1200000,800000
9/11/2024,KH-0750,P-430,39675000,26450000
9/11/2024,KH-0723,P-759,90000,60000
9/12/2024,KH-0474,P-530,231840000,154560000
9/12/2024,KH-0067,P-664,10080000,6720000
9/12/2024,KH-0376,P-301,72360000,48240000
9/12/2024,KH-0758,P-783,68670000,45780000
9/12/2024,KH-0335,P-479,5760000,3840000
9/12/2024,KH-0318,P-032,42900000,28600000
9/12/2024,KH-0711,P-351,2160000,1440000
9/12/2024,KH-0292,P-730,18540000,12360000
9/12/2024,KH-0183,P-272,43200000,28800000
9/12/2024,KH-0235,P-403,315000,210000
9/12/2024,KH-0316,P-590,62400000,41600000
9/12/2024,KH-0197,P-739,134850000,89900000
9/12/2024,KH-0460,P-344,357075000,238050000
9/12/2024,KH-0018,P-489,265185000,176790000
9/12/2024,KH-0627,P-072,825000,550000
9/12/2024,KH-0039,P-078,17850000,11900000
9/12/2024,KH-0355,P-194,5400000,3600000
